Parent ID number,ID number,Short name,Description,Description format,Scale values,Scale configuration,Rule type (optional),Rule outcome (optional),Rule config (optional),Cross-referenced competency ID numbers,Exported ID (optional),Is framework,Taxonomy
ISCED-F 08,ISCED-F 089,"089 Agriculture, forestry, fisheries and veterinary not elsewhere classified ",,,,,,,,,,,
ISCED-F 089,ISCED-F 0899,"0899 Agriculture, forestry, fisheries and veterinary not elsewhere classified ",,,,,,,,,,,
,ISCED-F 09,09 Health and Welfare,,1,,,,0,null,,48,,
ISCED-F 09,ISCED-F 090,090 Health and welfare not further defined ,,,,,,,,,,,
ISCED-F 090,ISCED-F 0900,0900 Health and welfare not further defined ,,,,,,,,,,,
ISCED-F 09,ISCED-F 091,091 Health,,1,,,,0,null,,69,,
ISCED-F 091,ISCED-F 0910,0910 Health not further defined,,,,,,,,,,,
ISCED-F 091,ISCED-F 0911,0911 Dental studies,"  Clinical dentistry 
  Dental assisting 
  Dental hygiene 
  Dental laboratory technology 
  Dental nursing 
  Dental science 
  Dental surgery 
  Dental technology 
  Dentistry 
  Odontology 
  Oral surgery 
  Orthodontics",,,,,,,,,,
ISCED-F 091,ISCED-F 0912,0912 Medicine,"  Anaesthetics 
  Anatomy 
  Audiology/hearing sciences 
  Bacteriology    
  Cardiology 
  Cytology 
  Dermatology 
  Epidemiology 
  Forensic medicine 
  Forensic pathology 
  General medicine 
  Gerontology 
  Gynaecology 
  Haematology 
  Histology 
  Immunology 
  Internal medicine 
  Medical science 
  Medical training 
  Medicine 
  Naturopathic medicine 
  Neurology 
  Obstetrics and gynaecology 
  Oncology 
  Ophthalmic 
  Ophthalmology 
  Paediatrics 
  Pathology 
  Physiology 
  Plastic surgery 
  Preventive and social medicine 
  Psychiatry 
  Stomatology 
  Surgery 
  Training of doctors 
  Training of physicians ",,,,,,,,,,
ISCED-F 091,ISCED-F 0913,0913 Nursing and midwifery,"  Assistant nursing 
  Basic nursing 
  Community nursing 
  General nursing 
  Gerontological services  
  Health care of old people     
  Health care of the disabled 
  Health care programmes 
  Hygiene, medical 
  Infant hygiene (nursing) 
  Midwifery 
  Mother craft nursing 
  Nursing 
  Nursing aide/Orderly 
  Psychiatric nursing 
  Specialised nursing",,,,,,,,,,
ISCED-F 091,ISCED-F 0914,0914 Medical diagnostic and treatment technology,"  Ambulance service 
  Ambulance technology 
  Auditory prosthetics 
  Emergency para-medical technologies 
  Forensic medicine technology 
  Hearing aid technology 
  Medical laboratory technology 
  Medical technology 
  Nuclear medicine technologies 
  Optical lens making 
  Optical prosthetics 
  Optical technology 
  Orthopaedic prosthetics 
  Prosthetic technology 
  Radiography 
  Radiology technology 
  Radiotherapy 
  X-ray technology (medical) ",,,,,,,,,,
ISCED-F 091,ISCED-F 0915,0915 Therapy and rehabilitation,"  Chiropractice 
  Dietician programmes 
  Massage (medical) 
  Mental health services 
  Nutrition and dietetics 
  Occupational therapy 
  Optometry 
  Osteopathy 
  Physiotherapy    
  Reflexology 
  Rehabilitation 
  Speech pathology and therapy 
  Vocational rehabilitation ",,,,,,,,,,
ISCED-F 091,ISCED-F 0916,0916 Pharmacy,"  Dispensing pharmacy 
  Pharmacy ",,,,,,,,,,
ISCED-F 091,ISCED-F 0917,0917 Traditional and complementary medicine and therapy,"Acupuncture and oriental medicine 
Aromatherapy 
Ayurvedic medicine 
Herbalism 
Herbology 
Holistic medicine 
Homeopathic medicine 
Traditional medicine, for example Chinese ",,,,,,,,,,
ISCED-F 091,ISCED-F 0919,0919 Health not elsewhere classified,,,,,,,,,,,
ISCED-F 09,ISCED-F 092,092 Welfare,,1,,,,0,null,,70,,
ISCED-F 092,ISCED-F 0920,0920 Welfare not further defined ,,,,,,,,,,,
ISCED-F 092,ISCED-F 0921,0921 Care of elderly and of disabled adults,"  Care (non-medical) of the elderly 
  Non-medical care of disabled adults 
  Personal care of adults ",,,,,,,,,,
ISCED-F 092,ISCED-F 0922,0922 Child care and youth services,"  Child care (non-medical) 
  Child recreation programmes 
  Day care 
  Non-medical care of disabled children 
  Youth recreation programmes 
  Youth services 
  Youth worker programmes ",,,,,,,,,,
ISCED-F 092,ISCED-F 0923,0923 Social work and counselling,"  Alcohol and drug abuse counselling 
  Alcohol, tobacco, drugs (knowledge about) 
  Career advising 
  Counselling 
  Crisis support 
  Family and marriage counselling 
  Maltreatment (knowledge about)    
  Mobbing (knowledge about) 
  Parole officer training 
  Probation officer training 
  Social care 
  Social policy 
  Social practice 
  Social theory (applied) 
  Social work (welfare) 
  Vocational counselling 
  Vocational guidance ",,,,,,,,,,
ISCED-F 092,ISCED-F 0929,0929 Welfare not elsewhere classified,,,,,,,,,,,
ISCED-F 09,ISCED-F 098,098 Inter-disciplinary programmes and qualifications involving health and welfare,,1,,,,0,null,,71,,
ISCED-F 098,ISCED-F 0988,0988 Inter-disciplinary programmes and qualifications involving health and welfare,,,,,,,,,,,
ISCED-F 09,ISCED-F 099,099 Health and welfare not elsewhere classified ,,,,,,,,,,,
ISCED-F 099,ISCED-F 0999,0999 Health and welfare not elsewhere classified ,,,,,,,,,,,
,ISCED-F 10,10 Services,,1,,,,0,null,,49,,
ISCED-F 10,ISCED-F 100,100 Services not further defined ,,,,,,,,,,,
ISCED-F 100,ISCED-F 1000,1000 Services not further defined ,,,,,,,,,,,
ISCED-F 10,ISCED-F 101,101 Personal services,,1,,,,0,null,,72,,
ISCED-F 101,ISCED-F 1010,1010 Personal services not further defined ,,,,,,,,,,,
ISCED-F 101,ISCED-F 1011,1011 Domestic services  ,"  Caretaking, housekeeping, home service 
  Chimney sweeping 
  Cleaning 
  Cooking (home) 
  Custodian/caretaker 
  Domestic science 
  Dry-cleaning 
  Funeral services and mortuary science 
  Home economics 
  Laundry 
  Needlework (home) 
  Sewing (home) 
  Window cleaning ",,,,,,,,,,
ISCED-F 101,ISCED-F 1012,1012 Hair and beauty services,"  Barbering 
  Beauty therapy    
  Cosmetic services 
  Cosmetology 
  Fitness and weight control 
  Fitness services 
  Hairdressing 
  Make-up 
  Manicure 
  Massage (beauty) 
  Pedicure 
  Salon services (beauty therapy) 
  Wig making",,,,,,,,,,
ISCED-F 101,ISCED-F 1013,"1013 Hotel, restaurants and catering","  Bar service 
  Bartender/mixologist 
  Catering 
  Cooking (restaurant and hotel-type) 
  Croupier training 
  Culinary arts 
  Fast food preparation 
  Food and hospitality services 
  Food serving 
  Hospitality services 
  Hotel and restaurant studies  
  Hotel receptionist training 
  Hotel services 
  Waiting and bar service ",,,,,,,,,,
ISCED-F 101,ISCED-F 1014,1014 Sports,"  Bookmaking (horses etc) 
  Diving (sport) 
  Football playing 
  Gymnastics 
  Jockeying 
  Physical training (sports) 
  Sport leadership 
  Sport trainer studies 
  Sports 
  Sports coaching 
  Sports instructor training 
  Umpires and other sports officials ",,,,,,,,,,
ISCED-F 101,ISCED-F 1015,"1015 Travel, tourism and leisure","  Abseiling (leisure) 
  Adventure based activities 
  Ground crew training (airports) 
  Guiding, tour leading 
  Leisure and tourism 
  Recreation and leisure 
  Recreation management 
  Tourism 
  Tourist trades 
  Travel agency services 
  Travel and tourism 
  Travel services ",,,,,,,,,,
ISCED-F 101,ISCED-F 1019,1019 Personal services not elsewhere classified ,,,,,,,,,,,
ISCED-F 10,ISCED-F 102,102 Hygiene and occupational health services,,1,,,,0,null,,73,,
ISCED-F 102,ISCED-F 1020,1020 Hygiene and occupational health services not further defined ,,,,,,,,,,,
ISCED-F 102,ISCED-F 1021,1021 Community sanitation ,"  Garbage disposal 
  Hygiene, community 
  Hygienic standards 
  Refuse collection 
  Refuse/sewage disposal 
  Sanitation, community 
  Street cleaning 
  Water supply (service) 
  Waste management ",,,,,,,,,,
ISCED-F 102,ISCED-F 1022,1022 Occupational health and safety,"Ergonomics (occupational health and 
safety) 
  Health and safety in the work place 
  Industrial welfare 
  Job safety 
  Labour protection 
  Labour security 
  Labour welfare (safety) 
  Occupational health and industrial hygiene 
  Occupational health and safety 
  Stress management 
  Work environment ",,,,,,,,,,
ISCED-F 102,ISCED-F 1029,1029 Hygiene and occupational health services not elsewhere classified ,,,,,,,,,,,
ISCED-F 10,ISCED-F 103,103 Security services,,1,,,,0,null,,74,,
ISCED-F 103,ISCED-F 1030,1030 Security services not further defined ,,,,,,,,,,,
ISCED-F 103,ISCED-F 1031,1031 Military and defence ,"  Army training 
  Defence studies 
  Military science 
  National security 
  Navy training 
  War theory ",,,,,,,,,,
ISCED-F 103,ISCED-F 1032,1032 Protection of persons and property ,"  Civil security 
  Customs programmes 
  Diving (professional) 
  Fire-protection (fire-fighting) 
  Fire technology 
  Law enforcement 
  Life guarding 
  Police work 
  Policing studies 
  Prison work 
  Public security 
  Security and loss prevention services 
  Security guarding",,,,,,,,,,
ISCED-F 103,ISCED-F 1039,1039 Security services not elsewhere classified ,,,,,,,,,,,
ISCED-F 10,ISCED-F 104,104 Transport services,,1,,,,0,null,,75,,
ISCED-F 104,ISCED-F 1041,1041 Transport services,"  Air crew (flying and navigation) 
  Air traffic control 
  Air traffic safety 
  Aircraft operation 
  Aviation 
  Bus and coach driving 
  Cabin crew training 
  Communications (air, railway, road etc.)  
  Crane and truck driving     
  Driving training 
  Flying and navigation 
  Fork-lift truck driving 
  Mail operations 
  Nautical science 
  Navigation technologies 
  Postal services 
  Railway operations 
  Road motor vehicle operations 
  Seamanship 
  Seamen's programmes/qualifications    
  Shipping 
  Stewardess/steward training (air) 
  Transport studies 
  Truck driving 
  Ship operation ",,,,,,,,,,
ISCED-F 10,ISCED-F 108,108 Inter-disciplinary programmes and qualifications involving services ,,1,,,,0,null,,76,,
ISCED-F 108,ISCED-F 1088,1088 Inter-disciplinary programmes and qualifications involving services ,,,,,,,,,,,
ISCED-F 10,ISCED-F 109,109 Services not elsewhere classified,,,,,,,,,,,
ISCED-F 109,ISCED-F 109,1099 Services not elsewhere classified ,,,,,,,,,,,
,ISCED-F 99,99 Field unknown,,,,,,,,,,,
ISCED-F 99,ISCED-F 999,999 Field unknown,,,,,,,,,,,
ISCED-F 999,ISCED-F 9999,9999 Field unknown,,,,,,,,,,,
